RI
"337,82"
"272,91"
"304,22"
"598,22"
"280,55"
"416,48"
"655,49"
"273,68"
"123,25"
"143,86"
"233,21"
"492,84"
"427,17"
"403,49"
"233,21"
"94,23"
"24,74"
"89,65"
"533,31"
"957,88"
"374,48"
"149,21"
"644,03"
"526,44"
"453,89"
"409,60"
"650,14"
"227,86"
"550,87"
"218,70"
"553,16"
"439,38"
"159,14"
"162,95"
"173,64"
"615,78"
"938,79"
"269,86"
"677,63"
"586,76"
"415,71"
"691,38"
"461,53"
"441,67"
"532,55"
"715,05"
"660,07"
"333,24"
"236,26"
"540,95"
"405,78"
"108,74"
"84,30"
"534,84"
"248,48"
"653,20"
"964,75"
"254,59"
"686,03"
"711,23"
"445,49"
"198,08"
"495,13"
"821,19"
"818,14"
"126,30"
"314,15"
"397,38"
"598,22"
"456,95"
"167,54"
"498,95"
"605,09"
"437,09"
"170,59"
"728,80"
"38,48"
"257,64"
"240,84"
"550,11"
"258,41"
"536,36"
"486,73"
"424,11"
"301,93"
"107,21"
"476,04"
"183,57"
"610,43"
"673,82"
"303,46"
"548,58"
"550,11"
"431,75"
"431,75"
"808,98"
"867,77"
"758,58"
"269,10"
"600,51"
"590,58"
"143,10"
"210,30"
"263,75"
"231,68"
"434,80"
"281,31"
"332,48"
"156,08"
"280,55"
"498,18"
"766,21"
"868,54"
"269,86"
"468,40"
"690,61"
"751,70"
"843,34"
"380,58"
"188,15"
"398,15"
"543,24"
"544,00"
"393,57"
"514,22"
"731,85"
"408,84"
"195,79"
"360,73"
"308,04"
"332,48"
"353,86"
"581,42"
"327,13"
"175,93"
"369,13"
"825,01"
"434,04"
"110,26"
"478,33"
"340,11"
"509,64"
"806,68"
"624,94"
"307,28"
"379,06"
"166,01"
"368,37"
"511,93"
"385,93"
"718,11"
"605,85"
"501,24"
"779,19"
"231,68"
"588,29"
"727,27"
"769,27"
"877,70"
"669,23"
"730,32"
"712,00"
"317,20"
"273,68"
"621,13"
"299,64"
"501,24"
"281,31"
"572,25"
"372,95"
"469,16"
"963,99"
"629,53"
"298,88"
"670,76"
"353,09"
"582,18"
"364,55"
"253,82"
"548,58"
"338,59"
"183,57"
"280,55"
"568,44"
"216,41"
"921,99"
"591,34"
"254,59"
"715,81"
"347,75"
"586,00"
"456,95"
"440,91"
"108,74"
"122,48"
"768,50"
"556,98"
"760,87"
"582,94"
"379,06"
"756,29"
"256,11"
"127,83"
"453,13"
"127,83"
"197,32"
"172,12"
"840,28"
"109,50"
"566,91"
"197,32"
"594,40"
"366,84"
"844,87"
"464,58"
"341,64"
"652,43"
"214,12"
"447,78"
"493,60"
"350,04"
"841,05"
"766,98"
"359,20"
"422,58"
"315,68"
"500,47"
"231,68"
"228,62"
"155,32"
"101,86"
"708,18"
"308,04"
"499,71"
"196,55"
"579,13"
"799,81"
"258,41"
"421,06"
"304,22"
"618,83"
"116,37"
"145,39"
"759,34"
"655,49"
"495,89"
"680,69"
"818,90"
"784,54"
"757,05"
"330,19"
"324,84"
"487,49"
"626,47"
"475,27"
"576,84"
"668,47"
"530,25"
"496,66"
"167,54"
"616,54"
"461,53"
"724,21"
"836,47"
"879,99"
"599,74"
"647,85"
"519,56"
"738,72"
"548,58"
"376,77"
"615,02"
"430,22"
"403,49"
"452,37"
"640,22"
"634,11"
"919,70"
"810,50"
"554,69"
"754,76"
"450,84"
"385,93"
"510,40"
"231,68"
"182,04"
"151,50"
"206,48"
"752,47"
"732,61"
"745,60"
"770,79"
"733,38"
"889,16"
"792,18"
"885,34"
"782,25"
"918,94"
"828,83"
"347,75"
"856,32"
"923,52"
"647,85"
"951,01"
"66,74"
"674,58"
"352,33"
"621,13"
"854,79"
"863,19"
"323,31"
"360,73"
"577,60"
"454,66"
"724,98"
"589,82"
"274,44"
"304,22"
"319,50"
"262,99"
"876,17"
"634,87"
"824,25"
"531,78"
"235,50"
"337,06"
"553,93"
"140,04"
"408,84"
"573,02"
"601,27"
"757,81"
"895,26"
"456,18"
"288,19"
"286,66"
"812,79"
"172,12"
"547,05"
"938,03"
"206,48"
"668,47"
"596,69"
"441,67"
"349,28"
"252,30"
"262,22"
"696,72"
"171,35"
"204,19"
"311,86"
"433,27"
"515,75"
"699,78"
"137,75"
"263,75"
"574,54"
"269,10"
"309,57"
"192,73"
"594,40"
"571,49"
"263,75"
"1,83"
"253,06"
"218,70"
"294,30"
"607,38"
"582,94"
"607,38"
"561,56"
"602,80"
"502,00"
"440,15"
"221,75"
"521,85"
"857,08"
"288,19"
"126,30"
"766,21"
"528,73"
"895,26"
"877,70"
"601,27"
"217,93"
"832,65"
"458,47"
"282,08"
"260,70"
"248,48"
"202,66"
"316,44"
"166,01"
"327,90"
"229,39"
"262,99"
"267,57"
"47,65"
"239,32"
"201,90"
"219,46"
"221,75"
"251,53"
"234,73"
"262,99"
"214,12"
"70,56"
"190,44"
"343,93"
"405,02"
"177,46"
"506,58"
"259,93"
"51,46"
"428,69"
"722,69"
"529,49"
"124,77"
"875,41"
"214,12"
"162,19"
"634,11"
"639,45"
"264,51"
"531,02"
"402,73"
"741,78"
"606,62"
"730,32"
"698,25"
"831,12"
"841,05"
"682,98"
"453,89"
"687,56"
"506,58"
"844,10"
"395,86"
"450,84"
"275,97"
"737,96"
"835,70"
"588,29"
"587,53"
"599,74"
"137,75"
"615,02"
"681,45"
"526,44"
"640,22"
"221,75"
"504,29"
"416,48"
"955,59"
"391,28"
"708,94"
"674,58"
"831,88"
"828,83"
"705,12"
"224,04"
"241,61"
"340,11"
"967,05"
"854,79"
"852,50"
"603,56"
"241,61"
"669,23"
"150,74"
"200,37"
"589,82"
"369,89"
"329,42"
"224,81"
"718,87"
"447,78"
"695,20"
"376,77"
"773,85"
"141,57"
"483,67"
"495,89"
"93,46"
"681,45"
"537,89"
"429,46"
"557,74"
"665,42"
"522,62"
"613,49"
"407,31"
"540,18"
"419,53"
"544,00"
"489,02"
"160,66"
"606,62"
"286,66"
"289,71"
"411,13"
"272,91"
"195,03"
"881,52"
"892,97"
"178,23"
"217,93"
"939,55"
"518,04"
"150,74"
"486,73"
"772,32"
"844,10"
"304,22"
"502,76"
"835,70"
"470,69"
"250,77"
"723,45"
"364,55"
"409,60"
"701,31"
"651,67"
"941,08"
"272,91"
"36,96"
"391,28"
"226,33"
"407,31"
"395,09"
"639,45"
"658,54"
"872,36"
"310,33"
"257,64"
"404,26"
"387,46"
"514,98"
"656,25"
"539,42"
"506,58"
"922,76"
"299,64"
"933,45"
"813,56"
"813,56"
"499,71"
"697,49"
"353,09"
"675,34"
"786,07"
"519,56"
"803,63"
"757,81"
"682,21"
"466,87"
"608,14"
"604,33"
"560,80"
"500,47"
"541,71"
"518,80"
"271,39"
"210,30"
"534,84"
"545,53"
"450,84"
"741,01"
"379,82"
"673,82"
"407,31"
"360,73"
"288,95"
"337,06"
"295,06"
"502,00"
"74,37"
"699,01"
"887,63"
"463,06"
"603,56"
"283,61"
"519,56"
"177,46"
"744,07"
"369,13"
"449,31"
"776,90"
"5,65"
"285,13"
"712,76"
"593,63"
"629,53"
"734,90"
"128,59"
"462,29"
"494,36"
"492,07"
"288,19"
"405,02"
"513,45"
"175,93"
"343,17"
"246,19"
"273,68"
"322,55"
"590,58"
"746,36"
"647,85"
"353,09"
"169,83"
"191,21"
"196,55"
"290,48"
"286,66"
"185,86"
"282,84"
"183,57"
"315,68"
"584,47"
"616,54"
"854,03"
"216,41"
"211,82"
"215,64"
"-3,52"
"244,66"
"9,47"
"7,17"
"449,31"
"429,46"
"449,31"
"434,04"
"146,92"
"586,00"
"67,50"
"286,66"
"208,01"
"6,41"
"733,38"
"200,37"
"4,12"
"491,31"
"141,57"
"5,65"
"101,10"
"727,27"
"756,29"
"613,49"
"975,44"
"565,38"
"565,38"
"510,40"
"479,86"
"343,93"
"366,84"
"158,37"
"582,94"
"169,83"
"295,82"
"272,91"
"654,72"
"428,69"
"324,84"
"263,75"
"754,76"
"568,44"
"605,85"
"368,37"
"376,77"
"6,41"
"384,40"
"369,13"
"527,20"
"257,64"
"131,64"
"269,10"
"552,40"
"865,48"
"323,31"
"385,93"
"243,13"
"379,82"
"670,76"
"716,58"
"160,66"
"5,65"
"706,65"
"612,73"
"369,13"
"851,74"
"639,45"
"565,38"
"336,30"
"319,50"
"476,04"
"849,45"
"958,65"
"97,28"
"0,30"
"350,04"
"259,93"
"670,00"
"109,50"
"116,37"
"122,48"
"158,37"
"544,00"
"492,84"
"310,33"
"540,18"
"237,02"
"324,84"
"303,46"
"304,22"
"500,47"
"288,95"
"269,10"
"412,66"
"460,77"
"502,76"
"469,93"
"350,04"
"239,32"
"214,12"
"376,00"
"250,77"
"303,46"
"224,04"
"599,74"
"380,58"
"574,54"
"327,13"
"620,36"
"256,11"
"351,57"
"555,45"
"230,92"
"99,57"
"342,40"
"288,19"
"920,46"
"426,40"
"424,11"
"261,46"
"406,55"
"127,83"
"495,13"
"47,65"
"574,54"
"538,65"
"611,96"
"498,95"
"456,18"
"204,95"
"0,30"
"317,20"
"292,01"
"355,39"
"361,49"
"243,13"
"6,41"
"353,09"
"4,12"
"412,66"
"748,65"
"605,09"
"605,85"
"105,68"
"357,68"
"471,46"
"204,95"
"269,10"
"300,40"
"303,46"
"370,66"
"107,21"
"149,21"
"248,48"
"615,02"
"630,29"
"819,67"
"676,11"
