lev_mb_am,lev_mb_gr
5.810517711473405,6.060862234804842
26.156213075509807,4.096892976671871
63.186169594190154,27.784658972099983
62.5635473203228,12.849948897308309
51.65824418658889,31.78375527943907
51.43448358760776,16.670873504174835
48.85703345460897,27.2974756776657
34.20829988139975,8.295204131598666
7.2630656941985965,2.0165204004262214
4.31788692422321,7.53269119996724
4.121401599194039,7.15380127442814
15.70431167746763,6.4234367225882565
25.39856048726206,9.130577263695852
86.95428302173819,16.138490740484375
51.155469542227706,34.642367662229226
52.34208689820594,35.229765722453884
70.03957367026658,7.240390250678439
60.00023174779394,8.883890119979448
59.10306421781805,7.312241878910382
2.905370022872599,3.5055159000964617
24.152751069172947,6.620346990527941
76.23015145638183,8.64333225446275
67.73216766923592,10.10173160286691
46.146789906777556,9.511898730986104
44.08756384009839,29.400021274164747
19.547842558196503,4.108915558807366
20.450083717906214,20.17270262796208
3.8598017210002418,3.0651668392036915
68.31830452560334,13.144227165078005
68.53526405540505,10.041057574566787
210.16921803737975,7.786207684593372
39.41016332394169,11.182408486817359
15.83703598734882,23.944478167083442
34.932572708916744,7.335664291980251
68.65644518155005,10.81457757576877
22.77267156121146,8.241737835477986
60.50421691704672,8.103202720910879
80.00895474854856,12.559532698526583
48.060488627542846,7.048195693233695
1.1809964340679118,2.5082625206327305
332.5463401289459,141.96857584611567
21.72202974411499,8.76093985494027
24.59150324953331,23.191260702201262
128.70596634726442,23.118489490277884
4.993813249250729,1.3823250635081725
4.993813249250729,1.3823250635081725
5.511471642671394,5.612957333438788
24.251251863722946,22.950697347753724
24.257375560289738,22.702827805932326
128.70596634726442,23.118489490277884
127.26843343497403,34.492120645117254
120.72322456483342,17.019246056380922
128.53041302340495,34.563670008483996
128.53041302340495,34.563670008483996
84.13487798770211,8.606826642583043
68.62010337018329,7.44115666361021
57.708500851175565,7.626139130508556
56.94656740880718,7.3412408080847005
72.8986647254699,9.103153261277912
31.82967915499579,9.532151365948947
183.9565078187506,52.61348763782489
7.238489765106669,5.345448772512663
125.17479377119558,10.833967472487144
125.76202312941878,10.834097075238258
123.81427415067766,10.48190636606285
124.74595514955898,10.9323877647764
141.41567301572883,8.696408503854093
137.17792961467907,7.6355341197162865
139.84071825623158,7.894755713136862
23.640978642872636,19.87057669515776
226.63534563995754,7.460229410045503
73.8305267224492,7.49277092833668
97.58438177321997,11.918455006528376
46.14678990677774,9.51189873098599
129.68188318849775,86.29725813410046
191.86283558989575,9.795438736359674
4.892713237561449,1.7227560313170651
98.79716181267656,13.471984298515448
690.63646736035,445.15841660396495
186.74261450440886,9.676943224328157
106.975628653324,20.91820103298243
137.6782118118438,30.282259864238405
139.60031023759709,30.455235031042502
78.69660573169536,12.242510582671814
66.00706932716326,8.292549065348277
19.704807060989555,4.837327205712991
2.4752595060227733,3.2138427045956854
22.91853029699473,8.795651403283824
12.103949208652098,3.528339292936721
15.854767214741543,17.68745655288169
135.82076846882495,7.230511889486858
37.57417310957781,27.37507029539707
4.5981648848366525,7.353616471805751
22.22340769290892,8.606994120251095
6.385963139905075,11.912950617570848
23.600733119417075,27.764621430729388
13.467646288850851,4.546630657010965
10.41218260678415,4.382482266099354
40.01407448357774,80.208170043822
4.05368457571719,6.824424914414554
