smiles
C1=CC=C(C=C1)C2=C(C(=O)NC3=CC=CC=C32)O
C[C@H]1[C@@H]([C@@H](CC(=C)[C@@H]2CC([C@@H]2CC1=O)(C)C)O)O
C[C@H]1CCCC(=O)CCC/C=C/C2=CC(=CC(=C2C(=O)O1)O)O
CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5CC6=CNC7=CC=CC(=C67)C5=C4)C)O
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@@H]4CN([C@@H]5CC6=CNC7=CC=CC(=C67)C5=C4)C)O
C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C
C[C@@H](CO)NC(=O)[C@@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C
C/C(=C\[C@H]1[C@@H](CC2=CNC3=CC=CC1=C23)NC)/CO
CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C)NC(=O)[C@H]4CN([C@@H]5CC6=CNC7=CC=CC(=C67)C5=C4)C)O
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C)NC(=O)[C@H]4CN([C@@H]5CC6=CNC7=CC=CC(=C67)C5=C4)C)O
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5CC6=CNC7=CC=CC(=C67)C5=C4)C)O
C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C
CC(C)[C@@H](C(=O)N1[C@H](C(=O)N2CCC[C@@H]2C1=O)CC3=CC=CC=C3)NC(=O)[C@H]4CN([C@@H]5CC6=CNC7=CC=CC(=C67)C5=C4)C
CC(C)[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C
CC(C)[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C
CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)CO
CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)O)C)COC(=O)C
CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)OC(=O)C)C)CO
CC1=C[C@@H]2[C@]([C@@]3(C)C[C@@H](OC(C)=O)[C@@H](O2)[C@@]34CO4)(CO)[C@H](O)C1
CC1=CC2C(C(C1O)O)(C3(CC(C(C34CO4)O2)OC(=O)C)C)COC(=O)C
C[C@]12C3=NC4=CC=CC=C4C(=O)N3[C@H](C[C@@]15C6=CC=CC=C6NC5=O)C(=O)N2
CC(C)C[C@H]1C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N1C)C(C)C)CC(C)C)C)C(C)C)CC(C)C)C)C(C)C)CC(C)C)C)C(C)C
C[C@@H]1[C@H](OC=C2C1=C(C(=C(C2=O)C(=O)O)O)C)C
CC[C@H](C)[C@H]1C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N1C)C(C)C)[C@@H](C)CC)C)C(C)C)C(C)C)C)C(C)C
CC[C@H](C)[C@H]1C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N1C)C(C)C)[C@@H](C)CC)C)C(C)C)[C@@H](C)CC)C)C(C)C
CC(C)[C@H]1C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N1C)C(C)C)C(C)C)C)C(C)C)C(C)C)C)C(C)C
CC[C@H](C)[C@H]1C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N1C)C(C)C)C(C)C)C)C(C)C)C(C)C)C)C(C)C
CCCC[C@@H](C)[C@H]([C@H](C[C@@H](C)C[C@@H](CCCC[C@H](C[C@@H]([C@H](C)N)O)O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O
CCCC[C@@H](C)[C@H]([C@H](C[C@@H](C)CCCCCC[C@H](C[C@@H]([C@H](C)N)O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O
CCCC[C@@H](C)[C@H]([C@H](C[C@@H](C)C[C@@H](CCCCCC[C@@H]([C@@H](C)N)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O
CC(=C)[C@@H]1[C@@H]([C@@H]2[C@@]3(O2)[C@@H](O1)CC[C@]4([C@]3(CC[C@@H]5[C@@]4(C6=C7[C@H]5OC([C@H]8C[C@H]9[C@@]8(C1=C7C(=CC(=C1CC9=C)Cl)N6)O)(C)C)C)O)C)O
C[C@@]1(CC2=C(C3=C(C(=O)C=C(C3=O)OC)C(=C2[C@H]([C@H]1O)O)O)O)O
C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)O)C)CO
CC1=C[C@@H]2[C@@]3(CC1)COC(=O)/C=C(/CCO[C@@H](/C=C/C=C\C(=O)O[C@H]4[C@]3([C@]5(CO5)[C@@H](C4)O2)C)[C@H](C)O)\C
CC12CC3=C(C4=C(C(=O)C=C(C4=O)OC)C(=C3C(O1)CC(O2)C(=O)O)O)O
C[C@H](CC1=C(C(=C2C(=O)C=C3C4=C5C(=CC(=O)C6=C(C(=C(C(=C56)C1=C42)C[C@@H](C)O)OC)O)OCO3)O)OC)O
CC[C@H](C)/C=C/C1=CC2=C(C(=O)[C@@]3(C(=C(C(=O)O3)C(=O)[C@@H](C)[C@@H](C)O)C2=CO1)C)Cl
C[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)[C@H]2[C@@H]1OC(=O)C)C
C[C@@H]1CCO[C@H](/C=C/C=C\C(=O)O[C@@H]2C[C@@H]3[C@]4([C@]2([C@]5(CCC(=C[C@H]5O3)C)COC(=O)[C@H]1O)C)CO4)[C@@H](C)O
CC1=CC(=C2C(=C1)C(=O)[C@]34[C@@H]5C(C6C3C([C@@H]([C@]67C(=C(C8=C(C=C(C=C8C7=O)C)O)O)C5=O)C(=O)C4=C2O)O)O)O
CC1=C[C@]23[C@](CC1)([C@]4(C[C@@H]([C@H]([C@]4(O2)CO)O3)O)C)C
CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C
CC1=CC2C3(CC1)COC(=O)C4C5(O4)CCOC(C5O)(/C=C\C=C/C(=O)OC6C3(C7(CO7)C(C6)O2)C)C(=O)C
CC1=CC2C3(CC1)COC(=O)C4C5(O4)CCOC(C5O)(/C=C/C=C\C(=O)OC6C3(C7(CO7)C(C6)O2)C)C(C)O
CC1=C[C@@H]2[C@@]3(CC1)COC(=O)/C=C/4\CCO[C@@]([C@@H]4O)(/C=C/C=C/C(=O)OC5[C@]3([C@]6(CO6)[C@@H](C5)O2)C)[C@H](C)O
C[C@@H]1CCC2[C@@]([C@@]13CC4=C(C=C5C(=C4O3)CN(C5=O)CCCC[C@@H](C(=O)O)N6CC7=C8C(=C(C=C7C6=O)O)C[C@@]9(O8)[C@@H](CCC1[C@@]9(C[C@H]([C@H](C1(C)C)O)O)C)C)O)(CC[C@H](C2(C)C)O)C
C[C@@H]1CCC2[C@@]([C@@]13CC4=C(C=C5C(=C4O3)CN(C5=O)[C@@H](CCCCN6CC7=C8C(=C(C=C7C6=O)O)C[C@@]9(O8)[C@@H](CCC1[C@@]9(C[C@H]([C@H](C1(C)C)O)O)C)C)C(=O)O)O)(CC[C@H](C2(C)C)O)C
CC1=C[C@@H]2[C@](C[C@@H]1O)([C@]3([C@@H]([C@H]([C@H](C34CO4)O2)O)O)C)CO
C[C@H]1C(=O)N[C@H](C(=O)N(/C(=C\C2=CC=CC=C2)/C(=O)NCC(=O)N1C)C)CC(C)C
CC[C@H](C)[C@H]1C(=C(C(=O)N1)C(=O)C)O
C[C@H]1CCC[C@@H](CCCCCC2=CC(=CC(=C2C(=O)O1)O)O)O
CC[C@H](C)[C@H]([C@@](/C=C/CC(=C)CCC(=O)C1C(=O)C[C@H](OC1=O)C)(C(=O)O)O)O
C1C=C2C(=CC(=O)O2)C(O1)O
CCCC[C@@H](C)[C@H]([C@H](C[C@@H](C)CCCCCCCC[C@@H]([C@H](C)N)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O
CC(C)C[C@H]1C(=O)N2C(N1)[C@@]3(C[C@@H]4C(=O)N[C@](O3)(C5=NC6=CC=CC=C6C(=O)N45)C)C7=CC=CC=C72
CC(=C)C(=O)/C(=C/C(=O)O)/OC
C[C@H]1C(C2=C(O1)C3=C4C(=C2O)C(=O)C(=O)OC4=C(C=C3C)O)(C)C
CC1=C(C(=C(C2=C1COC2=O)O)C/C=C(\C)/CCC(=O)O)OC
CC1C(C2=C(O1)C3=C4C(=C2O)C(=CC(=O)C4=C(C(=C3O)O)OC)C)(C)C
C1=C(OC=C(C1=O)O)CO
CCCCCCCCC(=O)C1=C(OC(=CC1=O)C=O)OC
CC1=CC(=O)C2=C(O1)C=C3C(=C2O)C(=O)C(=C(C3=O)OC)C4=C(C(=O)C5=CC6=C(C(=O)C=C(O6)C)C(=C5C4=O)O)OC
CC1=CC(=O)C2=C(O1)C=C3C=C(C=C(C3=C2O)O)OC
CC(=O)OC[C@H](CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C3=CC=CC=C3
C1=CC=C(C=C1)C[C@@H](CO)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C3=CC=CC=C3
C1=CC(=C(C=C1O)CO)O
CC(C)CCCCCCCCC[C@@H]1CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)O1)CC(C)C)CC(C)C)CC(=O)O)C(C)C)CC(C)C)CC(C)C)CCC(=O)O
CC(C)CCCCCCCC[C@@H]1CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)O1)CC(C)C)CC(C)C)CC(=O)O)C(C)C)CC(C)C)CC(C)C)CCC(=O)O
CC(C)(C=C)[C@@]12C=C(C(=O)N\3[C@]1(NC(=O)/C3=C\C4=CN=CN4)N(C5=CC=CC=C25)OC)OC
CC(=CCOC1=CC=C(C=C1)/C=C\2/C(=O)N(C(C(=O)N2C)SC)C)C
CC(=C[C@@H]1N2C3=C(C=CC(=C3)OC)C4=C2[C@H](CC(OO1)(C)C)N5C(=O)[C@@H]6CCCN6C(=O)[C@@]5([C@H]4O)O)C
CS[C@H]1C(=O)N[C@@](C(=O)N1)(CC2=CC=C(C=C2)O)SC
CC1=CCCC([C@@]12CC3=C4[C@@H]([C@]5(CC(=O)C(=C([C@]5(C(=O)C4=C(C6=C3C2=C(C=C6O)OC)O)O)O)C(=O)N)O)O)(C)C
C[C@@H]1C[C@H]2[C@H](O2)/C=C\C(=O)CC(=O)O1
C1=CC=C2C(=C1)C(=CN2)CC3C(=O)N/C(=C/C4=CN=CN4)/C(=O)N3
CC(C)(C=C)[C@]12C=C(C(=O)N\3[C@@]1(NC(=O)/C3=C\C4=CN=CN4)N(C5=CC=CC=C25)O)O
CC(C)(C=C)C12CC3C(=O)N/C(=C/C4=CN=CN4)/C(=O)N3C1N(C5=CC=CC=C25)O
CC(C)(C=C)C12CC(C(=O)N\3C1(NC(=O)/C3=C\C4=CN=CN4)N(C5=CC=CC=C25)OC)O
C[C@@H]1CC2=C(C(=C(C=C2)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)O)C(=O)O1
CCOC(=O)C(CC1=CC=CC=C1)NC(=O)C2=C(C3=C(CC(OC3=O)C)C=C2)O
Cc1c(c(c(c(c1O)C)O)C=O)[C@H](C)C(=O)C
CC(C)(C=C)C12CC3C(=O)NC(C(=O)N3C1NC4=CC=CC=C24)CC5=CN=CN5
CC(=O)CC(C)(C)N1C=C(N=C1)/C=C\2/C(=O)N3[C@H](C[C@@]4([C@H]3NC5=CC=CC=C54)C(C)(C)C=C)C(=O)N2
CC(C)(C=C)C12CC3C(=O)N/C(=C/C4=CN=CN4)/C(=O)N3C1=[N+](C5=CC=CC=C25)[O-]
CC1=C[C@H]2[C@@]3(CCC(=O)C([C@H]3CC[C@@]2([C@]4([C@@]1(C(=C(C4=O)C)O)C)C(=O)OC)C)(C)C)C
C[C@H]1[C@@]2(C(=O)O[C@]3([C@@H](C4=C([C@]5(CC[C@]4([C@@]2(C3=C)C(=O)O1)C)C=CC(=O)OC5(C)C)C)OC(=O)C)C)O
CC(C)[C@H]1C2=NC3=CC=CC=C3C(=O)N2[C@@H](C(=O)N1)C[C@@]4([C@@H]5NC(C(=O)N5C6=CC=CC=C64)(C)C)O
COC1=C(C2=C(C=C1)C=C(C(=O)O2)NC(=O)C3=NO[C@H]4[C@@H](C=C[C@H]([C@]4(C3)O)O)O)OC
C[C@@H]1[C@H](O[C@@H](C2=C1C(=C(C(=C2O)C(=O)O)O)C)O)C
C1=CC=C2C(=C1)C(=C(C(=O)N2)O)C3=CC(=CC=C3)O
CC(=O)N[C@@H](CC1=CC=CC=C1)C2=CC(=CC(=O)O2)OC
CC[C@H](C)C(=O)O[C@H]1CCC=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O
CC(=CCC1=C(C2=CC=CC=C2N1)C[C@H]3C(=O)N4CCC[C@H]4C(=O)N3)C
CN1C(=O)C2=CC=CC=C2NC(=O)C13[C@H](O3)C4=CC=CC=C4
CC(C)C[C@@H]1C(=O)N[C@H](C(=O)N[C@@H]2CSSC[C@H](C(=O)N[C@H](C(=O)N1)C(C)C)NC2=O)C(C)C
CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)C)CO
CCCCC1=CN=C(C=C1)C(=O)O
CC1=C[C@H]2[C@@]3(CC[C@@H](C([C@H]3CC[C@@]2([C@]4([C@@]1(C(=C(C4=O)C)O)C)C(=O)O)C)(C)C)OC(=O)C)C
CN(C1=CC2=C(C(=C(C=C2)OC)OC)OC1=O)C(=O)C3=NO[C@H]4[C@@H](C=C[C@H]([C@]4(C3)O)O)O
C[C@H]1C2=NC3=CC=CC=C3C(=O)N2[C@@H](C(=O)N1)CC4=CNC5=CC=CC=C54
C/C1=C2[C@H]3[C@H]([C@@](C)(O)O[C@H]3/C(C)=C\C[C@H]4C(C(C)C)=C(OC)C(O[C@]4(C)CC1)=O)C(O/2)=O
OC1=C(C(C2=C(O)C=CC=C2C3=O)=O)C3=CC(O4)=C1[C@@]5(O)[C@@H]4OCC5
CC(C=C)(C1(C(N(O)C2=CC=CC=C12)=O)CC3C(N/C(C(N3)=O)=C/C4=CN=CN4)=O)C
CCCC[C@H]([C@@H](OC(C[C@H](C(O)=O)CC(O)=O)=O)[C@@H](OC(C[C@H](C(O)=O)CC(O)=O)=O)C[C@H](CCCCCCCC[C@H](O)C(O)C)C)C
CCCC[C@H]([C@@H](OC(C[C@H](C(O)=O)CC(O)=O)=O)[C@@H](OC(C[C@H](C(O)=O)CC(O)=O)=O)C[C@H](CCCCCC[C@@H](O)C[C@H](O)C(C)=O)C)C
CCCC[C@H]([C@@H](OC(C[C@H](C(O)=O)CC(O)=O)=O)[C@@H](OC(C[C@H](C(O)=O)CC(O)=O)=O)C[C@H](CCCCCCCC[C@H](O)C(C)=O)C)C
O=C(NC(C(C)C)C(NC(CC1=CC=CC=C1)C(NC2CC3=CC=CC=C3)=O)=O)C(C(C)C)NC2=O
c1cc(ccc1N)S(=O)(=O)Nc2cncc(n2)Cl
c1cc(ccc1N)S(=O)(=O)Nc2ccc(nn2)Cl
Cc1cc(nc(n1)NS(=O)(=O)c2ccc(cc2)N)C
CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
COc1cc(nc(n1)OC)NS(=O)(=O)c2ccc(cc2)N
COc1c(ncnc1OC)NS(=O)(=O)c2ccc(cc2)N
c1cnc(nc1)NS(=O)(=O)c2ccc(cc2)N
c1cc(ccc1N)S(=O)(=O)NC(=N)N
Cc1c(noc1NS(=O)(=O)c2ccc(cc2)N)C
COc1ccc(nn1)NS(=O)(=O)c2ccc(cc2)N
Cc1ccnc(n1)NS(=O)(=O)c2ccc(cc2)N
Cc1nnc(s1)NS(=O)(=O)c2ccc(cc2)N
Cc1cc(no1)NS(=O)(=O)c2ccc(cc2)N
CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1
Cc1c(oc(n1)NS(=O)(=O)c2ccc(cc2)N)C
c1ccnc(c1)NS(=O)(=O)c2ccc(cc2)N
c1cc(ccc1N)S(=O)(=O)N
NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1
c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)N
COc1cnc(nc1)NS(=O)(=O)c2ccc(cc2)N
OC(=O)C1=CN(C2CC2)C2=C(C=C(F)C(=C2)N2CCNCC2)C1=O
CN1C[C@@H]2C[C@H]1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F
CN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F
CCN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O
CCN1CCN(CC1)c2cc3c(cc2F)c(=O)c(cn3C4CC4)C(=O)O
CC1CCC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2
CC1CCc2cc(cc3c2n1cc(c3=O)C(=O)O)F
CN1CCN(CC1)c2c(cc3c4c2OCN(n4cc(c3=O)C(=O)O)C)F
CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1
CCn1cc(c(=O)c2c1cc(c(c2)F)N3CCNCC3)C(=O)O
CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1
CCn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)O
c1cc(ccc1n2cc(c(=O)c3c2cc(c(c3)F)N4CCNCC4)C(=O)O)F
Cc1nnc(s1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)Cn4cnnn4)SC2)C(=O)O
CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)N)SC1)C(=O)O
O=C2N1/C(=C(\CS[C@@H]1[C@@H]2NC(=O)[C@H](c3ccc(O)cc3)NC(=O)N4C(=O)C(=O)N(CC)CC4)CSc5nnnn5C)C(=O)O
CO/N=C(/c1csc(n1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)CSC(=O)c4ccco4)C(=O)O
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O
CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O
